context,_id,after,narrators_id,h_wa_chain,h_wa_haddathana,before,aliase,order
 4 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ قَالَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ أُمِّ الْمُؤْمِنِينَ أَنَّهَا قَالَتْ قَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ أَنَّ جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي بِحِرَاءٍ جَالِسٌ عَلَى كُرْسِيٍّ بَيْنَ السَّمَاءِ وَالْأَرْضِ [ ص: 6 ] فَرُعِبْتُ مِنْهُ فَرَجَعْتُ فَقُلْتُ زَمِّلُونِي زَمِّلُونِي فَأَنْزَلَ اللَّهُ تَعَالَى يَا أَيُّهَا الْمُدَّثِّرُ قُمْ فَأَنْذِرْ إِلَى قَوْلِهِ وَالرُّجْزَ فَاهْجُرْ فَحَمِيَ الْوَحْيُ وَتَتَابَعَ تَابَعَهُ عَبْدُ اللَّهِ بْنُ يُوسُفَ وَأَبُو صَالِحٍ وَتَابَعَهُ هِلَالُ بْنُ رَدَّادٍ عَنْ الزُّهْرِيِّ وَقَالَ يُونُسُ وَمَعْمَرٌ بَوَادِرُهُ,bukhari-00004-00,قَالَ حَدَّثَنَا,17320,0,0,4 حَدَّثَنَا,يَحْيَى بْنُ بُكَيْرٍ,1
 4 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ قَالَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ أُمِّ الْمُؤْمِنِينَ أَنَّهَا قَالَتْ قَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ أَنَّ جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي بِحِرَاءٍ جَالِسٌ عَلَى كُرْسِيٍّ بَيْنَ السَّمَاءِ وَالْأَرْضِ [ ص: 6 ] فَرُعِبْتُ مِنْهُ فَرَجَعْتُ فَقُلْتُ زَمِّلُونِي زَمِّلُونِي فَأَنْزَلَ اللَّهُ تَعَالَى يَا أَيُّهَا الْمُدَّثِّرُ قُمْ فَأَنْذِرْ إِلَى قَوْلِهِ وَالرُّجْزَ فَاهْجُرْ فَحَمِيَ الْوَحْيُ وَتَتَابَعَ تَابَعَهُ عَبْدُ اللَّهِ بْنُ يُوسُفَ وَأَبُو صَالِحٍ وَتَابَعَهُ هِلَالُ بْنُ رَدَّادٍ عَنْ الزُّهْرِيِّ وَقَالَ يُونُسُ وَمَعْمَرٌ بَوَادِرُهُ,bukhari-00004-00,عَنْ,15124,0,0,قَالَ حَدَّثَنَا,اللَّيْثُ,2
 4 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ قَالَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ أُمِّ الْمُؤْمِنِينَ أَنَّهَا قَالَتْ قَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ أَنَّ جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي بِحِرَاءٍ جَالِسٌ عَلَى كُرْسِيٍّ بَيْنَ السَّمَاءِ وَالْأَرْضِ [ ص: 6 ] فَرُعِبْتُ مِنْهُ فَرَجَعْتُ فَقُلْتُ زَمِّلُونِي زَمِّلُونِي فَأَنْزَلَ اللَّهُ تَعَالَى يَا أَيُّهَا الْمُدَّثِّرُ قُمْ فَأَنْذِرْ إِلَى قَوْلِهِ وَالرُّجْزَ فَاهْجُرْ فَحَمِيَ الْوَحْيُ وَتَتَابَعَ تَابَعَهُ عَبْدُ اللَّهِ بْنُ يُوسُفَ وَأَبُو صَالِحٍ وَتَابَعَهُ هِلَالُ بْنُ رَدَّادٍ عَنْ الزُّهْرِيِّ وَقَالَ يُونُسُ وَمَعْمَرٌ بَوَادِرُهُ,bukhari-00004-00,عَنْ,16581,0,0,عَنْ,عُقَيْلٍ,3
 4 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ قَالَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ أُمِّ الْمُؤْمِنِينَ أَنَّهَا قَالَتْ قَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ أَنَّ جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي بِحِرَاءٍ جَالِسٌ عَلَى كُرْسِيٍّ بَيْنَ السَّمَاءِ وَالْأَرْضِ [ ص: 6 ] فَرُعِبْتُ مِنْهُ فَرَجَعْتُ فَقُلْتُ زَمِّلُونِي زَمِّلُونِي فَأَنْزَلَ اللَّهُ تَعَالَى يَا أَيُّهَا الْمُدَّثِّرُ قُمْ فَأَنْذِرْ إِلَى قَوْلِهِ وَالرُّجْزَ فَاهْجُرْ فَحَمِيَ الْوَحْيُ وَتَتَابَعَ تَابَعَهُ عَبْدُ اللَّهِ بْنُ يُوسُفَ وَأَبُو صَالِحٍ وَتَابَعَهُ هِلَالُ بْنُ رَدَّادٍ عَنْ الزُّهْرِيِّ وَقَالَ يُونُسُ وَمَعْمَرٌ بَوَادِرُهُ,bukhari-00004-00,عَنْ,12300,0,0,عَنْ,ابْنِ شِهَابٍ,4
 4 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ قَالَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ أُمِّ الْمُؤْمِنِينَ أَنَّهَا قَالَتْ قَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ أَنَّ جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي بِحِرَاءٍ جَالِسٌ عَلَى كُرْسِيٍّ بَيْنَ السَّمَاءِ وَالْأَرْضِ [ ص: 6 ] فَرُعِبْتُ مِنْهُ فَرَجَعْتُ فَقُلْتُ زَمِّلُونِي زَمِّلُونِي فَأَنْزَلَ اللَّهُ تَعَالَى يَا أَيُّهَا الْمُدَّثِّرُ قُمْ فَأَنْذِرْ إِلَى قَوْلِهِ وَالرُّجْزَ فَاهْجُرْ فَحَمِيَ الْوَحْيُ وَتَتَابَعَ تَابَعَهُ عَبْدُ اللَّهِ بْنُ يُوسُفَ وَأَبُو صَالِحٍ وَتَابَعَهُ هِلَالُ بْنُ رَدَّادٍ عَنْ الزُّهْرِيِّ وَقَالَ يُونُسُ وَمَعْمَرٌ بَوَادِرُهُ,bukhari-00004-00,عَنْ,16561,0,0,عَنْ,عُرْوَةَ بْنِ الزُّبَيْرِ,5
 4 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ قَالَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ أُمِّ الْمُؤْمِنِينَ أَنَّهَا قَالَتْ قَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ أَنَّ جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي بِحِرَاءٍ جَالِسٌ عَلَى كُرْسِيٍّ بَيْنَ السَّمَاءِ وَالْأَرْضِ [ ص: 6 ] فَرُعِبْتُ مِنْهُ فَرَجَعْتُ فَقُلْتُ زَمِّلُونِي زَمِّلُونِي فَأَنْزَلَ اللَّهُ تَعَالَى يَا أَيُّهَا الْمُدَّثِّرُ قُمْ فَأَنْذِرْ إِلَى قَوْلِهِ وَالرُّجْزَ فَاهْجُرْ فَحَمِيَ الْوَحْيُ وَتَتَابَعَ تَابَعَهُ عَبْدُ اللَّهِ بْنُ يُوسُفَ وَأَبُو صَالِحٍ وَتَابَعَهُ هِلَالُ بْنُ رَدَّادٍ عَنْ الزُّهْرِيِّ وَقَالَ يُونُسُ وَمَعْمَرٌ بَوَادِرُهُ,bukhari-00004-00,أَنَّهَا قَالَتْ,25,0,0,عَنْ,عَائِشَةَ أُمِّ الْمُؤْمِنِينَ,6
 4 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ قَالَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ أُمِّ الْمُؤْمِنِينَ أَنَّهَا قَالَتْ قَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ أَنَّ جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي بِحِرَاءٍ جَالِسٌ عَلَى كُرْسِيٍّ بَيْنَ السَّمَاءِ وَالْأَرْضِ [ ص: 6 ] فَرُعِبْتُ مِنْهُ فَرَجَعْتُ فَقُلْتُ زَمِّلُونِي زَمِّلُونِي فَأَنْزَلَ اللَّهُ تَعَالَى يَا أَيُّهَا الْمُدَّثِّرُ قُمْ فَأَنْذِرْ إِلَى قَوْلِهِ وَالرُّجْزَ فَاهْجُرْ فَحَمِيَ الْوَحْيُ وَتَتَابَعَ تَابَعَهُ عَبْدُ اللَّهِ بْنُ يُوسُفَ وَأَبُو صَالِحٍ وَتَابَعَهُ هِلَالُ بْنُ رَدَّادٍ عَنْ الزُّهْرِيِّ وَقَالَ يُونُسُ وَمَعْمَرٌ بَوَادِرُهُ,bukhari-00004-00,وَأَخْبَرَنِي,12300,0,0,قَالَ,ابْنُ شِهَابٍ,7
 4 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ قَالَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ أُمِّ الْمُؤْمِنِينَ أَنَّهَا قَالَتْ قَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ أَنَّ جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي بِحِرَاءٍ جَالِسٌ عَلَى كُرْسِيٍّ بَيْنَ السَّمَاءِ وَالْأَرْضِ [ ص: 6 ] فَرُعِبْتُ مِنْهُ فَرَجَعْتُ فَقُلْتُ زَمِّلُونِي زَمِّلُونِي فَأَنْزَلَ اللَّهُ تَعَالَى يَا أَيُّهَا الْمُدَّثِّرُ قُمْ فَأَنْذِرْ إِلَى قَوْلِهِ وَالرُّجْزَ فَاهْجُرْ فَحَمِيَ الْوَحْيُ وَتَتَابَعَ تَابَعَهُ عَبْدُ اللَّهِ بْنُ يُوسُفَ وَأَبُو صَالِحٍ وَتَابَعَهُ هِلَالُ بْنُ رَدَّادٍ عَنْ الزُّهْرِيِّ وَقَالَ يُونُسُ وَمَعْمَرٌ بَوَادِرُهُ,bukhari-00004-00,أَنَّ,12031,0,0,وَأَخْبَرَنِي,أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ,8
 4 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ قَالَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ أُمِّ الْمُؤْمِنِينَ أَنَّهَا قَالَتْ قَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ أَنَّ جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي بِحِرَاءٍ جَالِسٌ عَلَى كُرْسِيٍّ بَيْنَ السَّمَاءِ وَالْأَرْضِ [ ص: 6 ] فَرُعِبْتُ مِنْهُ فَرَجَعْتُ فَقُلْتُ زَمِّلُونِي زَمِّلُونِي فَأَنْزَلَ اللَّهُ تَعَالَى يَا أَيُّهَا الْمُدَّثِّرُ قُمْ فَأَنْذِرْ إِلَى قَوْلِهِ وَالرُّجْزَ فَاهْجُرْ فَحَمِيَ الْوَحْيُ وَتَتَابَعَ تَابَعَهُ عَبْدُ اللَّهِ بْنُ يُوسُفَ وَأَبُو صَالِحٍ وَتَابَعَهُ هِلَالُ بْنُ رَدَّادٍ عَنْ الزُّهْرِيِّ وَقَالَ يُونُسُ وَمَعْمَرٌ بَوَادِرُهُ,bukhari-00004-00,قَالَ وَهُوَ يُحَدِّثُ عَنْ فَتْرَةِ الْوَحْيِ فَقَالَ فِي حَدِيثِهِ بَيْنَا أَنَا أَمْشِي إِذْ سَمِعْتُ صَوْتًا مِنْ السَّمَاءِ فَرَفَعْتُ بَصَرِي فَإِذَا الْمَلَكُ الَّذِي جَاءَنِي,36,0,0,أَنَّ,جَابِرَ بْنَ عَبْدِ اللَّهِ الْأَنْصَارِيَّ,9
 5 حَدَّثَنَا مُوسَى بْنُ إِسْمَاعِيلَ قَالَ حَدَّثَنَا أَبُو عَوَانَةَ قَالَ حَدَّثَنَا مُوسَى بْنُ أَبِي عَائِشَةَ قَالَ حَدَّثَنَا سَعِيدُ بْنُ جُبَيْرٍ عَنْ ابْنِ عَبَّاسٍ,bukhari-00005-00,قَالَ حَدَّثَنَا,13941,0,0,5 حَدَّثَنَا,مُوسَى بْنُ إِسْمَاعِيلَ,1
 5 حَدَّثَنَا مُوسَى بْنُ إِسْمَاعِيلَ قَالَ حَدَّثَنَا أَبُو عَوَانَةَ قَالَ حَدَّثَنَا مُوسَى بْنُ أَبِي عَائِشَةَ قَالَ حَدَّثَنَا سَعِيدُ بْنُ جُبَيْرٍ عَنْ ابْنِ عَبَّاسٍ,bukhari-00005-00,قَالَ حَدَّثَنَا,12118,0,0,قَالَ حَدَّثَنَا,أَبُو عَوَانَةَ,2
 5 حَدَّثَنَا مُوسَى بْنُ إِسْمَاعِيلَ قَالَ حَدَّثَنَا أَبُو عَوَانَةَ قَالَ حَدَّثَنَا مُوسَى بْنُ أَبِي عَائِشَةَ قَالَ حَدَّثَنَا سَعِيدُ بْنُ جُبَيْرٍ عَنْ ابْنِ عَبَّاسٍ,bukhari-00005-00,قَالَ حَدَّثَنَا,17170,0,0,قَالَ حَدَّثَنَا,مُوسَى بْنُ أَبِي عَائِشَةَ,3
 5 حَدَّثَنَا مُوسَى بْنُ إِسْمَاعِيلَ قَالَ حَدَّثَنَا أَبُو عَوَانَةَ قَالَ حَدَّثَنَا مُوسَى بْنُ أَبِي عَائِشَةَ قَالَ حَدَّثَنَا سَعِيدُ بْنُ جُبَيْرٍ عَنْ ابْنِ عَبَّاسٍ,bukhari-00005-00,عَنْ,15992,0,0,قَالَ حَدَّثَنَا,سَعِيدُ بْنُ جُبَيْرٍ,4
 5 حَدَّثَنَا مُوسَى بْنُ إِسْمَاعِيلَ قَالَ حَدَّثَنَا أَبُو عَوَانَةَ قَالَ حَدَّثَنَا مُوسَى بْنُ أَبِي عَائِشَةَ قَالَ حَدَّثَنَا سَعِيدُ بْنُ جُبَيْرٍ عَنْ ابْنِ عَبَّاسٍ,bukhari-00005-00,,11,0,0,عَنْ,ابْنِ عَبَّاسٍ,5
 6 حَدَّثَنَا عَبْدَانُ قَالَ أَخْبَرَنَا عَبْدُ اللَّهِ قَالَ أَخْبَرَنَا يُونُسُ عَنْ الزُّهْرِيِّ ح وَحَدَّثَنَا [ ص: 7 ] بِشْرُ بْنُ مُحَمَّدٍ قَالَ أَخْبَرَنَا عَبْدُ اللَّهِ قَالَ أَخْبَرَنَا يُونُسُ وَمَعْمَرٌ عَنْ الزُّهْرِيِّ نَحْوَهُ قَالَ أَخْبَرَنِي عُبَيْدُ اللَّهِ بْنُ عَبْدِ اللَّهِ عَنْ ابْنِ عَبَّاسٍ قَالَ,bukhari-00006-00,قَالَ أَخْبَرَنَا,16508,0,1,6 حَدَّثَنَا,عَبْدَانُ,1
 6 حَدَّثَنَا عَبْدَانُ قَالَ أَخْبَرَنَا عَبْدُ اللَّهِ قَالَ أَخْبَرَنَا يُونُسُ عَنْ الزُّهْرِيِّ ح وَحَدَّثَنَا [ ص: 7 ] بِشْرُ بْنُ مُحَمَّدٍ قَالَ أَخْبَرَنَا عَبْدُ اللَّهِ قَالَ أَخْبَرَنَا يُونُسُ وَمَعْمَرٌ عَنْ الزُّهْرِيِّ نَحْوَهُ قَالَ أَخْبَرَنِي عُبَيْدُ اللَّهِ بْنُ عَبْدِ اللَّهِ عَنْ ابْنِ عَبَّاسٍ قَالَ,bukhari-00006-00,قَالَ أَخْبَرَنَا,16418,0,1,قَالَ أَخْبَرَنَا,عَبْدُ اللَّهِ,2
