_id,main_subj,tree_subj_ids,tree_subjs,hadith_ids,url
90cf1bbb239411665a0989314664b4ff,تُطْعِمُ الطَّعَامَ وَتَقْرَأُ السَّلَامَ عَلَى مَنْ عَرَفْتَ وَمَنْ لَمْ تَعْرِفْ,"['d40a8c333357b7223d1d5470bd1db846', '58d2fe418685775418cec0d8c7e7156e', 'a5cae8a1db9f19846e1bf533a58364d0', 'ef494fae22b2f3ce91003f361121589c', '19b29f284db98fccc0e0977d80dca421', '6882f2619f7b08af05f0547315e2dd8e', '161f169f3532030cbcf61f4bd0a07495', '2748ee2168e6b3cfcb00c93c7f1bd128', 'cfd8b3c3c3771509763e6f3eccd58915']","['مذهب السلف في معنى الإيمان وحقيقته', 'إطعام الطعام من الإيمان', 'كون السلام من أفضل أعمال الإسلام', 'تفاضل الناس بأعمالهم', 'الضيافة', 'أفضل أعمال الإسلام', 'يسر الإسلام', 'التفاضل بين الأعمال', 'فضل السلام']","['bukhari-00028', 'bukhari-00012']",https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=28647_30572_18137_30483_24546_30476_28642_30502_18135
9c2f0e10aecc4ce883e9a3cc14615ec9,لَا يُؤْمِنُ أَحَدُكُمْ حَتَّى يُحِبَّ لِأَخِيهِ مَا يُحِبُّ لِنَفْسِهِ,"['d40a8c333357b7223d1d5470bd1db846', '21269a9d9bb5aa0a838adda31ac2d6d8', '9f8570b246e2b0f4d8c4cd357fd50326']","['مذهب السلف في معنى الإيمان وحقيقته', 'النصيحة لله بالحب في الله والبغض في الله', 'حب الخير للمسلم']",['bukhari-00013'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=28647_18270_18066
19aa03b048971be9a5073ca9d744bad8,لَا يُؤْمِنُ أَحَدُكُمْ حَتَّى أَكُونَ أَحَبَّ إِلَيْهِ مِنْ وَالِدِهِ وَوَلَدِهِ,"['d40a8c333357b7223d1d5470bd1db846', '24f66f700ec7deab36603364dfa4be59', '41c9e8f71d79797a6a1c76aaaaa4a51e', '52a09eab3f6a083478475687f55e454a']","['مذهب السلف في معنى الإيمان وحقيقته', 'وجوب اتباع النبي وطاعته ومحبته', 'من أنواع العبادة محبة الله تعالى والحب والبغض لله', 'الحلف بصفات الله']",['bukhari-00014'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=28647_28750_28683_16369
b415c9f9d5886b9c63f2553c996910aa,لَا يُؤْمِنُ أَحَدُكُمْ حَتَّى أَكُونَ أَحَبَّ إِلَيْهِ مِنْ وَالِدِهِ وَوَلَدِهِ وَالنَّاسِ أَجْمَعِينَ,"['d40a8c333357b7223d1d5470bd1db846', '24f66f700ec7deab36603364dfa4be59', '41c9e8f71d79797a6a1c76aaaaa4a51e']","['مذهب السلف في معنى الإيمان وحقيقته', 'وجوب اتباع النبي وطاعته ومحبته', 'من أنواع العبادة محبة الله تعالى والحب والبغض لله']",['bukhari-00015'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=28647_28750_28683
01f7442f6273356bff87557e69cbcc19,ثَلَاثٌ مَنْ كُنَّ فِيهِ وَجَدَ حَلَاوَةَ الْإِيمَانِ أَنْ يَكُونَ اللَّهُ وَرَسُولُهُ أَحَبَّ إِلَيْهِ مِمَّا سِوَاهُمَا,"['0e631767b335c6188967a3ebfbda32a4', '21269a9d9bb5aa0a838adda31ac2d6d8', '24f66f700ec7deab36603364dfa4be59', 'cd5b455288ff085b1d6b5c6a9ec0a6cb', '41c9e8f71d79797a6a1c76aaaaa4a51e']","['حلاوة الإيمان', 'النصيحة لله بالحب في الله والبغض في الله', 'وجوب اتباع النبي وطاعته ومحبته', 'العودة في الكفر', 'من أنواع العبادة محبة الله تعالى والحب والبغض لله']",['bukhari-00016'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=29679_18270_28750_30553_28683
092b6c4942c364acba60aba5b21582c0,آيَةُ الْإِيمَانِ حُبُّ الْأَنْصَارِ وَآيَةُ النِّفَاقِ بُغْضُ الْأَنْصَارِ,"['d40a8c333357b7223d1d5470bd1db846', 'dd28553b123bd02a74851f4da0c98755', '5e4683905155b66dc10c818d420697f6', 'f976bbddfd1f582b01c117d6c56d43fe', '74e2b58ff1335a24adb42bac58ef7f27']","['مذهب السلف في معنى الإيمان وحقيقته', 'خصال المنافق', 'فضل أهل المدينة', 'حب الأنصار', 'بغض الأنصار من النفاق']","['bukhari-00017', 'bukhari-03573']",https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=28647_30563_30718_31110_31111
0f67d47ac7e89965d45068b4c64a34bd,بَايِعُونِي عَلَى أَنْ لَا تُشْرِكُوا بِاللَّهِ شَيْئًا,"['5f907b3fdd3bcd50b892ffe96d56b91c', 'ce677653dee4446ad96b0f877fac7fbd', '16882465ccf84f7312a5b2791225716b', 'b4441857be84752b8dba92393097abc2', 'ca9e26cfd0d4fbb8b5f49acf491ddd7e', 'e2b1f26e295f9db42a1cbcad95702648', 'f8670ab698125d0be3c6844fd06eef3d', 'e90ac044a59ec7ddc7f75fd2d07c5f79', '91315e593930f9379c14ef854188eb72', '6dc412ed94119b9a9b696e411377f15f', '75c47a679e2521dd87de7485eb152263', '10e2f57c9d388e40c1b75797cf3f4ab9', 'be7b1b9e707ac642078048115950c789', '2612a32a8d7d580f6b84005c6e66d72e', '3bc5424dcc299e621ccc7899e590d5df', 'b0804941dd68948a56ab580d5712e8f1', '864b3044ed62ca175d44bdfc1c81fbb4', '587c33f7d040da7656fcf5f608ad53bd', '3dac1afc7b203bd078c5b570a7a96e00', 'b960fb81a308eaa4b7efe4d108bf641d', '1e517d048a2d10e15d92c40d3cda647f']","['وجوب اتباع الكتاب والسنة والحض عليه', 'المبايعة على التوحيد واجتناب الشرك', 'مبايعة الأنصار', 'الوفاء بالوعد والعهد والعقد مع المسلم', 'شهادة الزور', 'تكفير الذنوب بالحد', 'تأجيل العقوبة وتعجيلها', 'الستر على أهل الحدود', 'بيعة العقبة الأولى', 'حكم الزنا', 'حكم السرقة', 'تجاوز الله عن العصاة', 'غفران الله ورحمته', 'تسمية من شهد بدرا', 'عبادة أحد النقباء ليلة العقبة', 'الطاعة من حق الإمام على الرعية', 'أقسام الكذب', 'طرق اختيار الإمام للإمامة الكبرى', 'قتل الولد خشية الفقر', 'توحيد الألوهية', 'خلق أفعال العباد']",['bukhari-00018'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=28328_30649_31131_18085_16207_24369_33467_33472_29297_10279_10096_30526_30538_30787_31659_7701_18983_7650_32473_28662_28785
e73e10c3a7a9e10db827c9ac395e4cec,يُوشِكُ أَنْ يَكُونَ خَيْرَ مَالِ الْمُسْلِمِ غَنَمٌ يَتْبَعُ بِهَا شَعَفَ الْجِبَالِ وَمَوَاقِعَ الْقَطْرِ يَفِرُّ بِدِينِهِ مِنْ الْفِتَنِ,"['b27f0bcd0a47eb412348176853aa5fa5', '40b619f25a065897ceee206dd7710792', '6f525d2c98d66a42cf627734d7dba839', 'a319595f15f81f16b84318c2ac93394c']","['رعي الحيوان', 'اعتزال الفتن', 'أكل الغنم', 'موقف المؤمن من الفتنة']",['bukhari-00019'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=32673_30198_33204_30202
38243e386b3aa0a29b89bbae72b6baa7,إِنَّ أَتْقَاكُمْ وَأَعْلَمَكُمْ بِاللَّهِ أَنَا,"['fa839880a768beea8692e3a74c0ef6c2', '242842bc97ac9f9f4b5b544758471920', '6a365efda242847a65c0db4d081af16b', '71abe3c47aa7cb4b02d08154030b4ba9', 'afa2892251f3abb5ef5d983cbb1b71e4', '161f169f3532030cbcf61f4bd0a07495', '5406ecf13bfb849d03aeb75c2af08575', '35484c9927566bb0cd40b6537b34f553', '8c27705db60c9bb9dd7bf66e42787882']","['غضب النبي', 'تقوى النبي', 'غفران ذنوب النبي', 'خصائص الإسلام', 'تعريف الإسلام وفضله', 'يسر الإسلام', 'رفع الحرج عن المسلمين', 'الاقتصاد في الأعمال', 'الغضب انتصارا لله']",['bukhari-00020'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=30975_30988_31061_28640_28632_28642_30504_30505_18761
36951e4e068364b69d081a6c20f2dcc9,ثَلَاثٌ مَنْ كُنَّ فِيهِ وَجَدَ حَلَاوَةَ الْإِيمَانِ,"['0e631767b335c6188967a3ebfbda32a4', '21269a9d9bb5aa0a838adda31ac2d6d8', '24f66f700ec7deab36603364dfa4be59', 'cd5b455288ff085b1d6b5c6a9ec0a6cb', '41c9e8f71d79797a6a1c76aaaaa4a51e']","['حلاوة الإيمان', 'النصيحة لله بالحب في الله والبغض في الله', 'وجوب اتباع النبي وطاعته ومحبته', 'العودة في الكفر', 'من أنواع العبادة محبة الله تعالى والحب والبغض لله']","['bukhari-06542', 'bukhari-00021']",https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=29679_18270_28750_30553_28683
fe5bf464d96c80f503ada624806508cb,أَخْرِجُوا مِنْ النَّارِ مَنْ كَانَ فِي قَلْبِهِ مِثْقَالُ حَبَّةٍ مِنْ خَرْدَلٍ مِنْ إِيمَانٍ,"['ca0c5f0fa4133592e2e89b8ac1b082a1', 'ef494fae22b2f3ce91003f361121589c', '8314539c4c049385bc765f15878b503e', '91d678726c8a094d59ac8cc04a9719c6', 'e14845388a5127fb451e81fe828cbd6e', '0a5f02d4dfc313c36ace1981180b3b9e']","['فضل التوحيد', 'تفاضل الناس بأعمالهم', 'الأعمال التي تزحزح عن النار', 'دخول الجنة', 'دخول النار', 'خروج الموحدين من النار']",['bukhari-00022'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=28656_30483_30507_30394_30433_30444
0599ad18644c41434cbe2d7765bf6e7d,بَيْنَا أَنَا نَائِمٌ رَأَيْتُ النَّاسَ يُعْرَضُونَ عَلَيَّ وَعَلَيْهِمْ قُمُصٌ,"['251e187ef5389d930ab9e0bf37c4d051', 'e866662f4fedfff29154cd21224fbfae', 'd900fe3929a0c8736eacf2d756cb4a3a']","['تعبير الرسول للرؤيا', 'رؤيا الرسول القميص', 'رؤيا النبي عن إيمان عمر']",['bukhari-00023'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=29855_29819_31210
6ab89256054a6faafda23e567766933e,دَعْهُ فَإِنَّ الْحَيَاءَ مِنْ الْإِيمَانِ,"['ad0ae4b5be8ebad912121cebc2be758d', 'ef494fae22b2f3ce91003f361121589c', '2748ee2168e6b3cfcb00c93c7f1bd128', 'a5b4848324c8c242492973272855bc67']","['فضل الحياء', 'تفاضل الناس بأعمالهم', 'التفاضل بين الأعمال', 'نصيحة المسلم']","['bukhari-00024', 'bukhari-05767']",https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=19527_30483_30502_18064
8eac2ac3ae7369f18bc4de5551e9b8f0,أُمِرْتُ أَنْ أُقَاتِلَ النَّاسَ حَتَّى يَشْهَدُوا أَنْ لَا إِلَهَ إِلَّا اللَّهُ وَأَنَّ مُحَمَّدًا رَسُولُ اللَّهِ,"['ee838cdc75fe10ad6c94ee87e9ae49bf', 'b84b9390a933a44236127e46631dddaf', 'cac01f0060de71715455e98135bd7b20', '9c6f9d117868b2ccb96bdaaefd006400', 'ca0c5f0fa4133592e2e89b8ac1b082a1']","['فضل الصلاة', 'فضل أداء الزكاة', 'قتال المسلم', 'عصمة النفس بالإيمان', 'فضل التوحيد']",['bukhari-00025'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=24589_2649_30544_8106_28656
b229a0c0adff3ddef0a4feb5b116c5e9,إِيمَانٌ بِاللَّهِ وَرَسُولِهِ قِيلَ ثُمَّ مَاذَا قَالَ الْجِهَادُ فِي سَبِيلِ اللَّهِ قِيلَ ثُمَّ مَاذَا قَالَ حَجٌّ مَبْرُورٌ,"['d40a8c333357b7223d1d5470bd1db846', 'ef494fae22b2f3ce91003f361121589c', '98b8af5ac7187011ad1e57215bd6b253', 'ab3b66b9fd5ed3fdf2e40adb32f04862', 'b17950f2350e1fa24ebb156fd1d7d9e9', '6882f2619f7b08af05f0547315e2dd8e', '2748ee2168e6b3cfcb00c93c7f1bd128']","['مذهب السلف في معنى الإيمان وحقيقته', 'تفاضل الناس بأعمالهم', 'فضل الحج', 'فضل الجهاد', 'الجهاد من أجل إعزاز الدين', 'أفضل أعمال الإسلام', 'التفاضل بين الأعمال']",['bukhari-00026'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=28647_30483_3278_7862_7920_30476_30502
1b001c979870b080fb9a9d0527bdcceb,إِنِّي لَأُعْطِي الرَّجُلَ وَغَيْرُهُ أَحَبُّ إِلَيَّ مِنْهُ,"['ef494fae22b2f3ce91003f361121589c', 'e41cd902ce20ee587e90d5b05b7b1b84', '35cc6d2ef02a9083f52ef0b2f3facd84', 'f160272f0f8615a7a36c47f344bfadc0']","['تفاضل الناس بأعمالهم', 'المؤلفة قلوبهم من مصارف الزكاة', 'الحلف بالله تعالى', 'ما يثبت به عقد الإسلام (كيفية الدخول في الإسلام)']","['bukhari-01408', 'bukhari-00027']",https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=30483_3146_16359_28635
3b783f8a2edb9a98d1fa3537cbe12830,أُرِيتُ النَّارَ فَإِذَا أَكْثَرُ أَهْلِهَا النِّسَاءُ,"['7ccfcf40540b9fcd4b788213096e2b54', '7dead037075f397048c2b7e29294a77c']","['أكثر أهل النار', 'حسن المعاشرة بين الزوجين']",['bukhari-00029'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=30439_11349
371c34e097b10d6adb41e841dfbb9f82,أَعَيَّرْتَهُ بِأُمِّهِ إِنَّكَ امْرُؤٌ فِيكَ جَاهِلِيَّةٌ إِخْوَانُكُمْ خَوَلُكُمْ,"['d40a8c333357b7223d1d5470bd1db846', '34262d9b9d731bf489eaf43c23281b7c', '732b556aec3e4e38e9c4f7bf1c9ede2d', '093f641dbed73449c6c14be021d42280', 'ffe1c3b24ef298733445ae3086175a7c', 'f55aa841ca646b460ced8accba4ecae1', 'e1a6725ee3f2ce55f246d4570a29af40', 'e4f63ead3aa85d2685b7af46c6720279', '618548131d4398c1382ae0fbf88798eb', 'a64c64636a510bd82e232bf1fc71a0a0']","['مذهب السلف في معنى الإيمان وحقيقته', 'عادات الجاهلية', 'فخر الجاهلية', 'إطعام الخادم والرقيق مما يأكل', 'إلباس الخادم والرقيق مما يلبس', 'عدم تكليف الخادم والرقيق بما لا يطيق', 'الإحسان إلى الخادم والرقيق وحسن معاملتهم', 'معاملة أبي ذر لخادمه', 'فحش وسب المسلم', 'إعانة الخادم والرقيق فيما لا يطيق']",['bukhari-00030'],https://www.islamweb.net/ar/library/maktaba/nindex.php?page=treesubj&link=28647_30578_30579_18184_18185_18190_24554_31486_19092_18191
