_id,normal_id,book_page,book_id,book_name,section,sub_section,part_I,chapter,text,hadith_ids,ayat_ids,narrator_ids
1f0c385af49c6a6a98f03f8df121ff22,bukhari-باب حسن اسلام المرء,bukhari-00024,islamweb-0000,كتاب الإيمان,,,,باب حسن إسلام المرء,[ ص: 24 ] بَاب حُسْنُ إِسْلَامِ الْمَرْءِ قَالَ مَالِكٌ أَخْبَرَنِي زَيْدُ بْنُ أَسْلَمَ أَنَّ عَطَاءَ بْنَ يَسَارٍ أَخْبَرَهُ أَنَّ أَبَا سَعِيدٍ الْخُدْرِيَّ أَخْبَرَهُ أَنَّهُ سَمِعَ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يَقُولُ إِذَا أَسْلَمَ الْعَبْدُ فَحَسُنَ إِسْلَامُهُ يُكَفِّرُ اللَّهُ عَنْهُ كُلَّ سَيِّئَةٍ كَانَ زَلَفَهَا وَكَانَ بَعْدَ ذَلِكَ الْقِصَاصُ الْحَسَنَةُ بِعَشْرِ أَمْثَالِهَا إِلَى سَبْعِ مِائَةِ ضِعْفٍ وَالسَّيِّئَةُ بِمِثْلِهَا إِلَّا أَنْ يَتَجَاوَزَ اللَّهُ عَنْهَا,['bukhari-00042'],[],[]
45ebbdad6f0f4053ebe3d68068726313,bukhari-باب احب الدين الي الله عز وجل ادومه,bukhari-00024,islamweb-0000,كتاب الإيمان,,,,باب أحب الدين إلى الله عز وجل أدومه,بَاب أَحَبُّ الدِّينِ إِلَى اللَّهِ عَزَّ وَجَلَّ أَدْوَمُهُ,['bukhari-00043'],[],[]
22b171997c718bd5b04bfc5430636a88,bukhari-باب زياده الايمان ونقصانه,bukhari-00025,islamweb-0000,كتاب الإيمان,,,,باب زيادة الإيمان ونقصانه,,"['bukhari-00044', 'bukhari-00045']",[],[]
310685018e70ca7594f07526ffeda4ed,bukhari-باب الزكاه من الاسلام,bukhari-00026,islamweb-0000,كتاب الإيمان,,,,باب الزكاة من الإسلام,بَاب الزَّكَاةُ مِنْ الْإِسْلَامِ وَقَوْلُهُ وَمَا أُمِرُوا إِلَّا لِيَعْبُدُوا اللَّهَ مُخْلِصِينَ لَهُ الدِّينَ حُنَفَاءَ وَيُقِيمُوا الصَّلَاةَ وَيُؤْتُوا الزَّكَاةَ وَذَلِكَ دِينُ الْقَيِّمَةِ,['bukhari-00046'],['f115ef7cd6471ec90bf9a6bfaea2a483'],[]
28a3b2662da0a29dc27c052e5c923351,bukhari-باب اتباع الجنايز من الايمان,bukhari-00026,islamweb-0000,كتاب الإيمان,,,,باب اتباع الجنائز من الإيمان,بَاب اتِّبَاعُ الْجَنَائِزِ مِنْ الْإِيمَانِ,['bukhari-00047'],[],[]
39b6be5c99815b7f3723bc373ea1235f,bukhari-باب خوف المومن من ان يحبط عمله وهو لا يشعر,bukhari-00027,islamweb-0000,كتاب الإيمان,,,,باب خوف المؤمن من أن يحبط عمله وهو لا يشعر,,"['bukhari-00049', 'bukhari-00000']",[],[]
3512d85afa182ccaf2b8909ae6fbb570,bukhari-باب سوال جبريل النبي صلي الله عليه وسلم عن الايمان والاسلام والاحسان وعلم الساعه,bukhari-00028,islamweb-0000,كتاب الإيمان,,,,باب سؤال جبريل النبي صلى الله عليه وسلم عن الإيمان والإسلام والإحسان وعلم الساعة,,"['bukhari-00050', 'bukhari-00051']",[],[]
b84eb16a5203ceb232bef5551cb73aeb,bukhari-باب فضل من استبرا لدينه,bukhari-00029,islamweb-0000,كتاب الإيمان,,,,باب فضل من استبرأ لدينه,بَاب فَضْلِ مَنْ اسْتَبْرَأَ لِدِينِهِ,['bukhari-00052'],[],[]
7ac06d8818db5bbe657dc7cf4c65815b,bukhari-باب اداء الخمس من الايمان,bukhari-00029,islamweb-0000,كتاب الإيمان,,,,باب أداء الخمس من الإيمان,بَاب أَدَاءُ الْخُمُسِ مِنْ الْإِيمَانِ,['bukhari-00053'],[],[]
e8d3248bce9def406487f74296805312,bukhari-باب ما جاء ان الاعمال بالنيه والحسبه ولكل امري ما نوي,bukhari-00030,islamweb-0000,كتاب الإيمان,,,,باب ما جاء إن الأعمال بالنية والحسبة ولكل امرئ ما نوى,,"['bukhari-00054', 'bukhari-00056', 'bukhari-00055']",[],[]
1f7f010f7e4d8ddc806eb20fcd1fb721,bukhari-باب قول النبي صلي الله عليه وسلم الدين النصيحه,bukhari-00031,islamweb-0000,كتاب الإيمان,,,,باب قول النبي صلى الله عليه وسلم الدين النصيحة,,"['bukhari-00057', 'bukhari-00058']",[],[]
38e853d2f8e492f501425b527cb75f0a,bukhari-باب فضل العلم,bukhari-00043,islamweb-0000,كتاب العلم,,,,باب فضل العلم,بَاب فَضْلِ الْعِلْمِ,"['bukhari-00082', 'bukhari-00000']",[],[]
55bb216634306c3d214ae3c10f83ea34,bukhari-باب من سيل علما وهو مشتغل في حديثه فاتم الحديث ثم اجاب السايل,bukhari-00032,islamweb-0000,كتاب العلم,,,,باب من سئل علما وهو مشتغل في حديثه فأتم الحديث ثم أجاب السائل,بَاب مَنْ سُئِلَ عِلْمًا وَهُوَ مُشْتَغِلٌ فِي حَدِيثِهِ فَأَتَمَّ الْحَدِيثَ ثُمَّ أَجَابَ السَّائِلَ,['bukhari-00059'],[],[]
2d6ec403e328289abdc5f6254b227a0c,bukhari-باب من رفع صوته بالعلم,bukhari-00032,islamweb-0000,كتاب العلم,,,,باب من رفع صوته بالعلم,بَاب مَنْ رَفَعَ صَوْتَهُ بِالْعِلْمِ,['bukhari-00060'],[],[]
b845db3eac069044c88448986a352c86,bukhari-باب قول المحدث حدثنا واخبرنا وانبانا,bukhari-00034,islamweb-0000,كتاب العلم,,,,باب قول المحدث حدثنا وأخبرنا وأنبأنا,,['bukhari-00061'],[],[]
e63b8ec36fb4272ac155202b8b513c61,bukhari-باب طرح الامام المساله علي اصحابه ليختبر ما عندهم من العلم,bukhari-00034,islamweb-0000,كتاب العلم,,,,باب طرح الإمام المسألة على أصحابه ليختبر ما عندهم من العلم,بَاب طَرْحِ الْإِمَامِ الْمَسْأَلَةَ عَلَى أَصْحَابِهِ لِيَخْتَبِرَ مَا عِنْدَهُمْ مِنْ الْعِلْمِ,['bukhari-00062'],[],[]
3bc007ab436c147b499408814249fc59,bukhari-باب ما جاء في العلم وقوله تعالي وقل رب زدني علما,bukhari-00035,islamweb-0000,كتاب العلم,,,,باب ما جاء في العلم وقوله تعالى وقل رب زدني علما,بَاب مَا جَاءَ فِي الْعِلْمِ وَقَوْلِهِ تَعَالَى وَقُلْ رَبِّ زِدْنِي عِلْمًا الْقِرَاءَةُ وَالْعَرْضُ عَلَى الْمُحَدِّثِ وَرَأَى الْحَسَنُ وَالثَّوْرِيُّ وَمَالِكٌ الْقِرَاءَةَ جَائِزَةً وَاحْتَجَّ بَعْضُهُمْ فِي الْقِرَاءَةِ عَلَى الْعَالِمِ بِحَدِيثِ ضِمَامِ بْنِ ثَعْلَبَةَ قَالَ لِلنَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ آللَّهُ أَمَرَكَ أَنْ تُصَلِّيَ الصَّلَوَاتِ قَالَ نَعَمْ قَالَ فَهَذِهِ قِرَاءَةٌ عَلَى النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ أَخْبَرَ ضِمَامٌ قَوْمَهُ بِذَلِكَ فَأَجَازُوهُ وَاحْتَجَّ مَالِكٌ بِالصَّكِّ يُقْرَأُ عَلَى الْقَوْمِ فَيَقُولُونَ أَشْهَدَنَا فُلَانٌ وَيُقْرَأُ ذَلِكَ قِرَاءَةً عَلَيْهِمْ [ ص: 35 ] وَيُقْرَأُ عَلَى الْمُقْرِئِ فَيَقُولُ الْقَارِئُ أَقْرَأَنِي فُلَانٌ حَدَّثَنَا مُحَمَّدُ بْنُ سَلَامٍ حَدَّثَنَا مُحَمَّدُ بْنُ الْحَسَنِ الْوَاسِطِيُّ عَنْ عَوْفٍ عَنْ الْحَسَنِ قَالَ لَا بَأْسَ بِالْقِرَاءَةِ عَلَى الْعَالِمِ وَأَخْبَرَنَا مُحَمَّدُ بْنُ يُوسُفَ الْفَرَبْرِيُّ وَحَدَّثَنَا مُحَمَّدُ بْنُ إِسْمَاعِيلَ الْبُخَارِيُّ قَالَ حَدَّثَنَا عُبَيْدُ اللَّهِ بْنُ مُوسَى عَنْ سُفْيَانَ قَالَ إِذَا قُرِئَ عَلَى الْمُحَدِّثِ فَلَا بَأْسَ أَنْ يَقُولَ حَدَّثَنِي قَالَ وَسَمِعْتُ أَبَا عَاصِمٍ يَقُولُ عَنْ مَالِكٍ وَسُفْيَانَ الْقِرَاءَةُ عَلَى الْعَالِمِ وَقِرَاءَتُهُ سَوَاءٌ,['bukhari-00063'],['65049995f92e273432022513681423af'],[]
682f8d5e5082d86d3b2deb8efbfa6c83,bukhari-باب ما يذكر في المناوله وكتاب اهل العلم بالعلم الي البلدان,bukhari-00036,islamweb-0000,كتاب العلم,,,,باب ما يذكر في المناولة وكتاب أهل العلم بالعلم إلى البلدان,,"['bukhari-00064', 'bukhari-00065']",[],[]
